station,date,decimal_year,mjd,e_mm,n_mm,u_mm,sig_e,sig_n,sig_u,e_vel_mmday,n_vel_mmday,u_vel_mmday,h_vel_mmday,zscore_e,zscore_n,zscore_u,anomaly_e,anomaly_n,anomaly_u,anomaly_any,risk_level,risk_score,lat,lon
NTUS,1997-11-22,1997.8919,50774,-732.047,401.033,411.229,1.545,1.332,6.765,-0.1623,-0.2226,-0.2518,0.2755,0.434,0.975,1.024,NORMAL,NORMAL,NORMAL,NO,LOW,3.0,1.345802,103.679956
NTUS,1997-11-23,1997.8946,50775,-728.61,390.904,401.879,1.507,1.325,6.504,0.095,-1.0127,0.0166,1.0171,0.266,2.547,0.1,NORMAL,NORMAL,NORMAL,NO,LOW,8.2,1.345802,103.679956
NTUS,1997-11-24,1997.8973,50776,-734.289,402.875,407.131,1.34,1.321,6.47,0.0657,0.1035,0.3929,0.1226,0.801,1.611,0.512,NORMAL,NORMAL,NORMAL,NO,LOW,2.2,1.345802,103.679955
NTUS,1997-11-25,1997.9001,50777,-731.628,399.596,407.033,1.52,1.394,7.295,-0.0683,-0.0167,1.8287,0.0703,0.195,0.453,0.449,NORMAL,NORMAL,NORMAL,NO,LOW,6.0,1.345802,103.679956
NTUS,1997-11-26,1997.9028,50778,-738.522,405.153,414.811,1.738,1.419,7.651,-0.6607,0.8623,2.103,1.0863,2.21,2.177,1.347,NORMAL,NORMAL,NORMAL,NO,LOW,15.0,1.345802,103.679955
NTUS,1997-11-27,1997.9055,50779,-739.143,396.808,402.366,1.416,1.393,7.273,-1.0995,0.5218,1.0413,1.2171,2.222,0.496,0.129,NORMAL,NORMAL,NORMAL,NO,LOW,12.9,1.345802,103.679955
NTUS,1997-11-28,1997.9083,50780,-727.902,399.238,395.208,1.461,1.33,6.843,-0.4941,0.4772,-0.2526,0.6869,1.204,0.216,0.958,NORMAL,NORMAL,NORMAL,NO,LOW,6.3,1.345802,103.679956
NTUS,1997-12-01,1997.9165,50783,-729.416,398.779,398.037,1.307,1.277,5.853,0.006,0.1577,-1.574,0.1578,0.691,0.041,0.559,NORMAL,NORMAL,NORMAL,NO,LOW,6.0,1.345802,103.679956
NTUS,1997-12-02,1997.9192,50784,-725.619,396.525,398.02,1.411,1.368,7.047,0.665,0.1125,-1.4334,0.6744,1.904,0.618,0.534,NORMAL,NORMAL,NORMAL,NO,LOW,9.7,1.345802,103.679956
NTUS,1997-12-03,1997.922,50785,-726.298,398.479,393.89,1.871,1.562,9.172,1.4826,-0.7478,-2.3242,1.6606,1.543,0.043,1.004,NORMAL,NORMAL,NORMAL,NO,LOW,20.3,1.345802,103.679956
NTUS,1997-12-04,1997.9247,50786,-726.852,400.941,418.153,1.357,1.232,6.991,1.5906,-0.3007,-0.4402,1.6188,1.28,0.809,2.563,NORMAL,NORMAL,NORMAL,NO,LOW,14.3,1.345802,103.679956
NTUS,1997-12-06,1997.9302,50788,-725.42,397.121,421.046,1.509,1.392,7.356,1.9259,-0.4773,1.412,1.9842,1.596,0.506,2.71,NORMAL,NORMAL,NORMAL,NO,LOW,20.1,1.345802,103.679956
NTUS,1997-12-07,1997.9329,50789,-726.909,398.57,410.034,1.376,1.322,7.112,1.2507,0.1213,2.8462,1.2566,1.216,0.003,0.986,NORMAL,NORMAL,NORMAL,NO,LOW,18.6,1.345802,103.679956
NTUS,1997-12-08,1997.9357,50790,-723.337,395.259,405.263,1.507,1.403,6.682,0.5302,-0.2934,2.6632,0.6059,2.138,1.175,0.302,NORMAL,NORMAL,NORMAL,NO,LOW,12.8,1.345802,103.679956
NTUS,1997-12-12,1997.9466,50794,-723.576,397.199,395.495,1.542,1.521,6.642,0.6177,-0.2493,0.8303,0.6661,1.891,0.564,0.987,NORMAL,NORMAL,NORMAL,NO,LOW,7.8,1.345802,103.679956
NTUS,1997-12-13,1997.9493,50795,-721.71,398.588,406.045,1.43,1.241,6.001,0.5956,-0.09,0.1728,0.6023,2.224,0.055,0.382,NORMAL,NORMAL,NORMAL,NO,LOW,5.3,1.345802,103.679956
NTUS,1997-12-14,1997.9521,50796,-727.47,395.869,395.47,1.298,1.288,6.507,0.3168,-0.3942,-1.5584,0.5057,0.611,0.998,1.031,NORMAL,NORMAL,NORMAL,NO,LOW,8.7,1.345802,103.679956
NTUS,1997-12-15,1997.9548,50797,-724.646,399.513,399.197,1.412,1.294,7.001,0.2446,-0.1698,-3.3608,0.2978,1.271,0.333,0.57,NORMAL,NORMAL,NORMAL,NO,LOW,12.5,1.345802,103.679956
NTUS,1997-12-16,1997.9576,50798,-727.577,398.454,399.29,1.371,1.216,7.384,-0.1704,0.2055,-2.6822,0.267,0.514,0.013,0.596,NORMAL,NORMAL,NORMAL,NO,LOW,10.2,1.345802,103.679956
NTUS,1997-12-17,1997.9603,50799,-726.05,398.601,406.618,1.276,1.131,5.767,-0.2876,0.243,-0.6339,0.3765,0.861,0.03,0.394,NORMAL,NORMAL,NORMAL,NO,LOW,4.9,1.345802,103.679956
NTUS,1997-12-18,1997.963,50800,-722.469,398.233,403.315,1.478,1.183,6.632,-0.2508,0.3699,0.3029,0.4469,1.637,0.111,0.08,NORMAL,NORMAL,NORMAL,NO,LOW,4.5,1.345802,103.679956
NTUS,1997-12-19,1997.9658,50801,-723.852,395.684,403.832,1.528,1.341,6.104,-0.0524,-0.0624,0.9315,0.0815,1.214,1.004,0.029,NORMAL,NORMAL,NORMAL,NO,LOW,3.4,1.345802,103.679956
NTUS,1997-12-20,1997.9685,50802,-724.947,395.562,410.43,1.313,1.163,5.486,0.0415,-0.3071,1.0975,0.3099,0.881,1.027,0.914,NORMAL,NORMAL,NORMAL,NO,LOW,5.8,1.345802,103.679956
NTUS,1997-12-21,1997.9713,50803,-728.022,398.524,405.091,1.395,1.169,5.923,0.1117,-0.1172,1.5933,0.162,0.128,0.064,0.177,NORMAL,NORMAL,NORMAL,NO,LOW,6.1,1.345802,103.679956
NTUS,1997-12-22,1997.974,50804,-726.265,393.572,409.157,1.287,1.179,5.384,-0.1385,-0.6298,1.3176,0.6448,0.516,1.673,0.758,NORMAL,NORMAL,NORMAL,NO,LOW,9.1,1.345802,103.679956
NTUS,1997-12-23,1997.9767,50805,-724.156,395.519,403.824,1.455,1.198,5.856,0.0609,-0.535,0.6709,0.5384,0.987,0.906,0.031,NORMAL,NORMAL,NORMAL,NO,LOW,6.3,1.345802,103.679956
NTUS,1997-12-24,1997.9795,50806,-724.369,394.961,411.634,1.419,1.165,5.669,-0.0831,-0.505,0.5749,0.5118,0.873,1.113,1.143,NORMAL,NORMAL,NORMAL,NO,LOW,5.8,1.345802,103.679956
NTUS,1997-12-25,1997.9822,50807,-720.879,398.489,402.539,1.478,1.181,5.475,0.1509,-0.0822,0.2122,0.1718,1.637,0.267,0.256,NORMAL,NORMAL,NORMAL,NO,LOW,2.0,1.345802,103.679956
NTUS,1997-12-26,1997.9849,50808,-725.572,396.552,410.848,1.409,1.286,6.335,0.2544,0.1425,0.2852,0.2916,0.439,0.466,0.948,NORMAL,NORMAL,NORMAL,NO,LOW,3.2,1.345802,103.679956
NTUS,1997-12-27,1997.9877,50809,-727.71,400.168,416.432,1.236,1.198,5.671,0.1054,0.4354,0.6995,0.448,0.099,0.891,1.716,NORMAL,NORMAL,NORMAL,NO,LOW,5.7,1.345802,103.679956
NTUS,1997-12-28,1997.9904,50810,-724.237,395.958,416.768,1.351,1.274,6.856,0.2204,0.2577,1.5487,0.3391,0.689,0.711,1.631,NORMAL,NORMAL,NORMAL,NO,LOW,7.4,1.345802,103.679956
NTUS,1997-12-29,1997.9932,50811,-727.377,400.425,400.209,1.368,1.333,5.693,-0.2727,0.7601,0.2951,0.8075,0.11,1.009,0.757,NORMAL,NORMAL,NORMAL,NO,LOW,7.3,1.345802,103.679956
NTUS,1997-12-30,1997.9959,50812,-724.602,394.799,389.436,1.447,1.182,6.167,-0.3616,0.2179,-1.3044,0.4222,0.543,1.351,2.242,NORMAL,NORMAL,NORMAL,NO,LOW,7.3,1.345802,103.679956
NTUS,1997-12-31,1997.9986,50813,-722.658,396.903,414.802,1.415,1.37,6.183,-0.1021,0.0304,-0.8919,0.1066,0.981,0.379,1.267,NORMAL,NORMAL,NORMAL,NO,LOW,3.5,1.345802,103.679956
NTUS,1998-01-01,1998.0014,50814,-731.975,399.083,413.229,1.544,1.386,6.703,-0.6776,-0.0682,-0.0351,0.681,1.463,0.617,1.006,NORMAL,NORMAL,NORMAL,NO,LOW,5.6,1.345802,103.679956
NTUS,1998-01-02,1998.0041,50815,-717.534,398.311,420.961,1.487,1.317,6.591,0.5054,0.0488,0.4536,0.5077,2.527,0.456,2.001,NORMAL,NORMAL,NORMAL,NO,LOW,5.4,1.345802,103.679956
NTUS,1998-01-05,1998.0123,50818,-721.639,393.592,410.966,1.387,1.213,6.14,0.7638,-0.4308,0.5611,0.877,1.344,2.157,0.617,NORMAL,NORMAL,NORMAL,NO,LOW,8.7,1.345802,103.679956
NTUS,1998-01-07,1998.0178,50820,-728.521,394.503,406.491,1.546,1.332,6.609,0.1261,-0.3766,0.891,0.3971,1.234,1.472,0.019,NORMAL,NORMAL,NORMAL,NO,LOW,5.9,1.345802,103.679956
NTUS,1998-01-08,1998.0205,50821,-731.968,394.889,410.256,1.728,1.488,8.142,-0.4075,-0.6064,1.8075,0.7306,2.529,1.17,0.454,NORMAL,NORMAL,NORMAL,NO,LOW,11.3,1.345802,103.679956
NTUS,1998-01-10,1998.026,50823,-718.513,401.906,408.323,1.824,1.478,7.225,0.0277,0.2526,0.9437,0.2541,2.263,2.365,0.165,NORMAL,NORMAL,NORMAL,NO,LOW,4.9,1.345802,103.679956
NTUS,1998-01-11,1998.0287,50824,-726.977,396.023,413.691,1.362,1.254,5.968,-0.156,-0.0167,-0.8202,0.1569,0.605,0.567,0.825,NORMAL,NORMAL,NORMAL,NO,LOW,3.7,1.345802,103.679956
NTUS,1998-01-12,1998.0315,50825,-726.506,400.038,410.263,1.677,1.346,6.646,-0.0357,0.2449,-0.7295,0.2475,0.457,1.418,0.397,NORMAL,NORMAL,NORMAL,NO,LOW,4.2,1.345802,103.679956
